instruction_id,source_metric_id,source_semantic_signature,target_sheet,target_cell,target_semantic_signature,expected_value_type,template_fingerprint_id,policy_version,match_status
wi:39ce274a849a204804e5,LEGACY::REMASEP_OD::AM89,REMASEP_OD :: SECCION B: ACTIVIDADES DE ATENCION EN ESPECIALIDADES ODONTOLOGICAS. :: 5009002 - DESGASTE SELECTIVO :: DESGASTE SELECTIVO :: SEGUN GRUPOS DE EDAD O DE RIESGO :: 75 Y MAS ANOS :: MUJERES,REMASEP_OD,AL106,REMASEP_OD :: SECCION B: ACTIVIDADES DE ATENCION EN ESPECIALIDADES ODONTOLOGICAS. :: DESGASTE SELECTIVO :: SEGUN GRUPOS DE EDAD O DE RIESGO :: 75 Y MAS ANOS :: MUJERES,INTEGER_COUNT,stf:dc624775927d4d4d,writable_target_mapping_2026,EXACT_SEMANTIC_MATCH
wi:3a4a2573504430165e39,LEGACY::REMASEP_OD::AC71,REMASEP_OD :: SECCION B: ACTIVIDADES DE ATENCION EN ESPECIALIDADES ODONTOLOGICAS. :: INSTALACION PROTESIS PARCIAL METALICA SUP O INF :: REHABILITACION MEDIANTE PROTESIS REMOVIBLE METALICA PARCIAL :: SEGUN GRUPOS DE EDAD O DE RIESGO :: 25-34 ANOS :: MUJERES,REMASEP_OD,AB88,REMASEP_OD :: SECCION B: ACTIVIDADES DE ATENCION EN ESPECIALIDADES ODONTOLOGICAS. :: REHABILITACION MEDIANTE PROTESIS REMOVIBLE METALICA PARCIAL :: SEGUN GRUPOS DE EDAD O DE RIESGO :: 25-34 ANOS :: MUJERES,INTEGER_COUNT,stf:dc624775927d4d4d,writable_target_mapping_2026,EXACT_SEMANTIC_MATCH
wi:3a5eeb993d78e5209adb,LEGACY::REMASEP_OD::AC16,REMASEP_OD :: SECCION A: CONSULTAS Y CONTROLES ODONTOLOGICOS REALIZADOS :: A.3. ACCIONES GENERALES DE PREVENCION E HIGIENE :: 5010011 - PROFILAXIS :: HIGIENE Y PROFILAXIS EN NINOS Y ADULTOS :: SEGUN GRUPOS DE EDAD O DE RIESGO :: 25-34 ANOS :: MUJERES,REMASEP_OD,AB33,REMASEP_OD :: SECCION A: CONSULTAS Y CONTROLES ODONTOLOGICOS REALIZADOS :: A.3. ACCIONES GENERALES DE PREVENCION E HIGIENE :: HIGIENE Y PROFILAXIS EN NINOS Y ADULTOS :: SEGUN GRUPOS DE EDAD O DE RIESGO :: 25-34 ANOS :: MUJERES,INTEGER_COUNT,stf:dc624775927d4d4d,writable_target_mapping_2026,EXACT_SEMANTIC_MATCH
wi:3a6383ae4116caa38bcc,LEGACY::REMASEP_OD::W54,REMASEP_OD :: SECCION B: ACTIVIDADES DE ATENCION EN ESPECIALIDADES ODONTOLOGICAS. :: CONTROLES ORTODONCIA :: ORTODONCIA PREVENTIVA E INTERCEPTIVA (OPI) :: SEGUN GRUPOS DE EDAD O DE RIESGO :: 10-14 ANOS :: MUJERES,REMASEP_OD,V71,REMASEP_OD :: SECCION B: ACTIVIDADES DE ATENCION EN ESPECIALIDADES ODONTOLOGICAS. :: ORTODONCIA PREVENTIVA E INTERCEPTIVA (OPI) :: SEGUN GRUPOS DE EDAD O DE RIESGO :: 10-14 ANOS :: MUJERES,INTEGER_COUNT,stf:dc624775927d4d4d,writable_target_mapping_2026,EXACT_SEMANTIC_MATCH
wi:3a82ce67ab38baed5c23,LEGACY::REMASEP_OD::O71,REMASEP_OD :: SECCION B: ACTIVIDADES DE ATENCION EN ESPECIALIDADES ODONTOLOGICAS. :: INSTALACION PROTESIS PARCIAL METALICA SUP O INF :: REHABILITACION MEDIANTE PROTESIS REMOVIBLE METALICA PARCIAL :: SEGUN GRUPOS DE EDAD O DE RIESGO :: 5 ANOS :: MUJERES,REMASEP_OD,N88,REMASEP_OD :: SECCION B: ACTIVIDADES DE ATENCION EN ESPECIALIDADES ODONTOLOGICAS. :: REHABILITACION MEDIANTE PROTESIS REMOVIBLE METALICA PARCIAL :: SEGUN GRUPOS DE EDAD O DE RIESGO :: 5 ANOS :: MUJERES,INTEGER_COUNT,stf:dc624775927d4d4d,writable_target_mapping_2026,EXACT_SEMANTIC_MATCH
wi:3a88b1ddfdbc07168d3b,LEGACY::REMASEP_01::AC87,REMASEP 01 :: SECCION C: ATENCIONES Y CONSULTAS POR OTROS PROFESIONALES NO MEDICOS :: PSICO :: PSICOLOGO/A :: CONSULTA PSICOLOGICA :: POR EDAD (EN ANOS) :: 55 - 59 ANOS :: HOMBRES,REMASEP 01,AB116,REMASEP 01 :: SECCION C: ATENCIONES Y CONSULTAS POR OTROS PROFESIONALES NO MEDICOS :: PSICOLOGO/A :: CONSULTA PSICOLOGICA :: POR EDAD (EN ANOS) :: 55 - 59 ANOS :: HOMBRES,INTEGER_COUNT,stf:dc624775927d4d4d,writable_target_mapping_2026,EXACT_SEMANTIC_MATCH
wi:3ae5ac3894cc27627217,LEGACY::REMASEP_01::J90,REMASEP 01 :: SECCION C: ATENCIONES Y CONSULTAS POR OTROS PROFESIONALES NO MEDICOS :: KINE :: KINESIOLOGO/A :: ATENCION KINESIOLOGICA :: POR EDAD (EN ANOS) :: 5 - 9 ANOS :: MUJERES,REMASEP 01,I119,REMASEP 01 :: SECCION C: ATENCIONES Y CONSULTAS POR OTROS PROFESIONALES NO MEDICOS :: KINESIOLOGO/A :: ATENCION KINESIOLOGICA :: POR EDAD (EN ANOS) :: 5 - 9 ANOS :: MUJERES,INTEGER_COUNT,stf:dc624775927d4d4d,writable_target_mapping_2026,EXACT_SEMANTIC_MATCH
wi:3b04ff9f3fc2cd51cd56,LEGACY::REMASEP_OD::F14,REMASEP_OD :: SECCION A: CONSULTAS Y CONTROLES ODONTOLOGICOS REALIZADOS :: A.3. ACCIONES GENERALES DE PREVENCION E HIGIENE :: 50010112 - INSTRUCCION DE HIGIENE ORAL :: INSTRUCCION Y CONTROL DE HIGIENE ORAL EN NINOS Y ADULTOS :: SEGUN GRUPOS DE EDAD O DE RIESGO :: MENOS DE 1 ANO - 1 ANO :: HOMBRES,REMASEP_OD,E31,REMASEP_OD :: SECCION A: CONSULTAS Y CONTROLES ODONTOLOGICOS REALIZADOS :: A.3. ACCIONES GENERALES DE PREVENCION E HIGIENE :: INSTRUCCION Y CONTROL DE HIGIENE ORAL EN NINOS Y ADULTOS :: SEGUN GRUPOS DE EDAD O DE RIESGO :: MENOS DE 1 ANO - 1 ANO :: HOMBRES,INTEGER_COUNT,stf:dc624775927d4d4d,writable_target_mapping_2026,EXACT_SEMANTIC_MATCH
wi:3b0ee87d772b13a4dd7e,LEGACY::REMASEP_01::X84,REMASEP 01 :: SECCION C: ATENCIONES Y CONSULTAS POR OTROS PROFESIONALES NO MEDICOS :: ENFERMER :: ENFERMERA/O :: ATENCION AL PACIENTE :: POR EDAD (EN ANOS) :: 40 - 44 ANOS :: MUJERES,REMASEP 01,W113,REMASEP 01 :: SECCION C: ATENCIONES Y CONSULTAS POR OTROS PROFESIONALES NO MEDICOS :: ENFERMERA/O :: ATENCION AL PACIENTE :: POR EDAD (EN ANOS) :: 40 - 44 ANOS :: MUJERES,INTEGER_COUNT,stf:dc624775927d4d4d,writable_target_mapping_2026,EXACT_SEMANTIC_MATCH
wi:3b2531f689e3c24fb741,LEGACY::REMASEP_OD::S53,REMASEP_OD :: SECCION B: ACTIVIDADES DE ATENCION EN ESPECIALIDADES ODONTOLOGICAS. :: CONTROLES ORTOPED. PREQ :: ORTOPEDIA PRE-QUIRURGICA :: SEGUN GRUPOS DE EDAD O DE RIESGO :: 7 ANOS :: MUJERES,REMASEP_OD,R70,REMASEP_OD :: SECCION B: ACTIVIDADES DE ATENCION EN ESPECIALIDADES ODONTOLOGICAS. :: ORTOPEDIA PRE-QUIRURGICA :: SEGUN GRUPOS DE EDAD O DE RIESGO :: 7 ANOS :: MUJERES,INTEGER_COUNT,stf:dc624775927d4d4d,writable_target_mapping_2026,EXACT_SEMANTIC_MATCH
wi:3b36299cf1925040fcf3,LEGACY::REMASEP_OD::Z71,REMASEP_OD :: SECCION B: ACTIVIDADES DE ATENCION EN ESPECIALIDADES ODONTOLOGICAS. :: INSTALACION PROTESIS PARCIAL METALICA SUP O INF :: REHABILITACION MEDIANTE PROTESIS REMOVIBLE METALICA PARCIAL :: SEGUN GRUPOS DE EDAD O DE RIESGO :: 20-24 ANOS :: HOMBRES,REMASEP_OD,Y88,REMASEP_OD :: SECCION B: ACTIVIDADES DE ATENCION EN ESPECIALIDADES ODONTOLOGICAS. :: REHABILITACION MEDIANTE PROTESIS REMOVIBLE METALICA PARCIAL :: SEGUN GRUPOS DE EDAD O DE RIESGO :: 20-24 ANOS :: HOMBRES,INTEGER_COUNT,stf:dc624775927d4d4d,writable_target_mapping_2026,EXACT_SEMANTIC_MATCH
wi:3b684076d713b7ad0bdc,LEGACY::REMASEP_01::G89,REMASEP 01 :: SECCION C: ATENCIONES Y CONSULTAS POR OTROS PROFESIONALES NO MEDICOS :: FONO :: FONOAUDIOLOGO/A :: CONSULTAS FONOAUDIOLOGO/A :: POR EDAD (EN ANOS) :: 0 - 4 ANOS :: HOMBRES,REMASEP 01,F118,REMASEP 01 :: SECCION C: ATENCIONES Y CONSULTAS POR OTROS PROFESIONALES NO MEDICOS :: FONOAUDIOLOGO/A :: CONSULTAS FONOAUDIOLOGO/A :: POR EDAD (EN ANOS) :: 0 - 4 ANOS :: HOMBRES,INTEGER_COUNT,stf:dc624775927d4d4d,writable_target_mapping_2026,EXACT_SEMANTIC_MATCH
wi:3b6cb87083eb3ed2e607,LEGACY::REMASEP_01::X90,REMASEP 01 :: SECCION C: ATENCIONES Y CONSULTAS POR OTROS PROFESIONALES NO MEDICOS :: KINE :: KINESIOLOGO/A :: ATENCION KINESIOLOGICA :: POR EDAD (EN ANOS) :: 40 - 44 ANOS :: MUJERES,REMASEP 01,W119,REMASEP 01 :: SECCION C: ATENCIONES Y CONSULTAS POR OTROS PROFESIONALES NO MEDICOS :: KINESIOLOGO/A :: ATENCION KINESIOLOGICA :: POR EDAD (EN ANOS) :: 40 - 44 ANOS :: MUJERES,INTEGER_COUNT,stf:dc624775927d4d4d,writable_target_mapping_2026,EXACT_SEMANTIC_MATCH
wi:3b730e3ad703a8e39acc,LEGACY::REMASEP_OD::AI65,REMASEP_OD :: SECCION B: ACTIVIDADES DE ATENCION EN ESPECIALIDADES ODONTOLOGICAS. :: DESTARTRAJE :: DESTARTRAJE SUB GINGIVAL :: SEGUN GRUPOS DE EDAD O DE RIESGO :: 60-64 ANOS :: MUJERES,REMASEP_OD,AH82,REMASEP_OD :: SECCION B: ACTIVIDADES DE ATENCION EN ESPECIALIDADES ODONTOLOGICAS. :: DESTARTRAJE SUB GINGIVAL :: SEGUN GRUPOS DE EDAD O DE RIESGO :: 60-64 ANOS :: MUJERES,INTEGER_COUNT,stf:dc624775927d4d4d,writable_target_mapping_2026,EXACT_SEMANTIC_MATCH
wi:3c00c62649b58f6ba59a,LEGACY::REMASEP_OD::AM62,"REMASEP_OD :: SECCION B: ACTIVIDADES DE ATENCION EN ESPECIALIDADES ODONTOLOGICAS. :: COMPOSITE :: PROCEDIMIENTO RESTAURADOR EN ODONTOPEDIATRIA (TODOS LOS TIPOS: RESINA, TEMPORALES Y AMALGAMAS) :: SEGUN GRUPOS DE EDAD O DE RIESGO :: 75 Y MAS ANOS :: MUJERES",REMASEP_OD,AL79,"REMASEP_OD :: SECCION B: ACTIVIDADES DE ATENCION EN ESPECIALIDADES ODONTOLOGICAS. :: PROCEDIMIENTO RESTAURADOR EN ODONTOPEDIATRIA (TODOS LOS TIPOS: RESINA, TEMPORALES Y AMALGAMAS) :: SEGUN GRUPOS DE EDAD O DE RIESGO :: 75 Y MAS ANOS :: MUJERES",INTEGER_COUNT,stf:dc624775927d4d4d,writable_target_mapping_2026,EXACT_SEMANTIC_MATCH
wi:3c1627871876a849cb12,LEGACY::REMASEP_OD::N72,REMASEP_OD :: SECCION B: ACTIVIDADES DE ATENCION EN ESPECIALIDADES ODONTOLOGICAS. :: CEMENTACION PROTESIS FIJA SOBRE DIENTE :: REHABILITACION MEDIANTE PROTESIS FIJA UNITARIA O PLURAL :: SEGUN GRUPOS DE EDAD O DE RIESGO :: 5 ANOS :: HOMBRES,REMASEP_OD,M89,REMASEP_OD :: SECCION B: ACTIVIDADES DE ATENCION EN ESPECIALIDADES ODONTOLOGICAS. :: REHABILITACION MEDIANTE PROTESIS FIJA UNITARIA O PLURAL :: SEGUN GRUPOS DE EDAD O DE RIESGO :: 5 ANOS :: HOMBRES,INTEGER_COUNT,stf:dc624775927d4d4d,writable_target_mapping_2026,EXACT_SEMANTIC_MATCH
wi:3c1914e4aef963793937,LEGACY::REMASEP_OD::M72,REMASEP_OD :: SECCION B: ACTIVIDADES DE ATENCION EN ESPECIALIDADES ODONTOLOGICAS. :: CEMENTACION PROTESIS FIJA SOBRE DIENTE :: REHABILITACION MEDIANTE PROTESIS FIJA UNITARIA O PLURAL :: SEGUN GRUPOS DE EDAD O DE RIESGO :: 4 ANOS :: MUJERES,REMASEP_OD,L89,REMASEP_OD :: SECCION B: ACTIVIDADES DE ATENCION EN ESPECIALIDADES ODONTOLOGICAS. :: REHABILITACION MEDIANTE PROTESIS FIJA UNITARIA O PLURAL :: SEGUN GRUPOS DE EDAD O DE RIESGO :: 4 ANOS :: MUJERES,INTEGER_COUNT,stf:dc624775927d4d4d,writable_target_mapping_2026,EXACT_SEMANTIC_MATCH
wi:3c3b532aa98057548b7c,LEGACY::REMASEP_OD::Y90,REMASEP_OD :: SECCION B: ACTIVIDADES DE ATENCION EN ESPECIALIDADES ODONTOLOGICAS. :: INSTALACIONES ORTOPEDIA :: INSTALACION DE DISPOSITIVO ORTOPEDICO :: SEGUN GRUPOS DE EDAD O DE RIESGO :: 15-19 ANOS :: MUJERES,REMASEP_OD,X107,REMASEP_OD :: SECCION B: ACTIVIDADES DE ATENCION EN ESPECIALIDADES ODONTOLOGICAS. :: INSTALACION DE DISPOSITIVO ORTOPEDICO :: SEGUN GRUPOS DE EDAD O DE RIESGO :: 15-19 ANOS :: MUJERES,INTEGER_COUNT,stf:dc624775927d4d4d,writable_target_mapping_2026,EXACT_SEMANTIC_MATCH
wi:3c8820a2bc7d57a3be71,LEGACY::REMASEP_OD::AF51,REMASEP_OD :: SECCION B: ACTIVIDADES DE ATENCION EN ESPECIALIDADES ODONTOLOGICAS. :: 5004018 - RETIRO APARATO FIJO-LIMPIEZA-IMPRESION :: RETIRO APARATOLOGIA DE ORTODONCIA :: SEGUN GRUPOS DE EDAD O DE RIESGO :: 45-59 ANOS :: HOMBRES,REMASEP_OD,AE68,REMASEP_OD :: SECCION B: ACTIVIDADES DE ATENCION EN ESPECIALIDADES ODONTOLOGICAS. :: RETIRO APARATOLOGIA DE ORTODONCIA :: SEGUN GRUPOS DE EDAD O DE RIESGO :: 45-59 ANOS :: HOMBRES,INTEGER_COUNT,stf:dc624775927d4d4d,writable_target_mapping_2026,EXACT_SEMANTIC_MATCH
wi:3c9ecac0abc1335cc383,LEGACY::REMASEP_OD::R65,REMASEP_OD :: SECCION B: ACTIVIDADES DE ATENCION EN ESPECIALIDADES ODONTOLOGICAS. :: DESTARTRAJE :: DESTARTRAJE SUB GINGIVAL :: SEGUN GRUPOS DE EDAD O DE RIESGO :: 7 ANOS :: HOMBRES,REMASEP_OD,Q82,REMASEP_OD :: SECCION B: ACTIVIDADES DE ATENCION EN ESPECIALIDADES ODONTOLOGICAS. :: DESTARTRAJE SUB GINGIVAL :: SEGUN GRUPOS DE EDAD O DE RIESGO :: 7 ANOS :: HOMBRES,INTEGER_COUNT,stf:dc624775927d4d4d,writable_target_mapping_2026,EXACT_SEMANTIC_MATCH
wi:3ccdd34583a92e8a2bdb,LEGACY::REMASEP_OD::X65,REMASEP_OD :: SECCION B: ACTIVIDADES DE ATENCION EN ESPECIALIDADES ODONTOLOGICAS. :: DESTARTRAJE :: DESTARTRAJE SUB GINGIVAL :: SEGUN GRUPOS DE EDAD O DE RIESGO :: 15-19 ANOS :: HOMBRES,REMASEP_OD,W82,REMASEP_OD :: SECCION B: ACTIVIDADES DE ATENCION EN ESPECIALIDADES ODONTOLOGICAS. :: DESTARTRAJE SUB GINGIVAL :: SEGUN GRUPOS DE EDAD O DE RIESGO :: 15-19 ANOS :: HOMBRES,INTEGER_COUNT,stf:dc624775927d4d4d,writable_target_mapping_2026,EXACT_SEMANTIC_MATCH
wi:3cfb0caa8f52df63449e,LEGACY::REMASEP_01::S87,REMASEP 01 :: SECCION C: ATENCIONES Y CONSULTAS POR OTROS PROFESIONALES NO MEDICOS :: PSICO :: PSICOLOGO/A :: CONSULTA PSICOLOGICA :: POR EDAD (EN ANOS) :: 30 - 34 ANOS :: HOMBRES,REMASEP 01,R116,REMASEP 01 :: SECCION C: ATENCIONES Y CONSULTAS POR OTROS PROFESIONALES NO MEDICOS :: PSICOLOGO/A :: CONSULTA PSICOLOGICA :: POR EDAD (EN ANOS) :: 30 - 34 ANOS :: HOMBRES,INTEGER_COUNT,stf:dc624775927d4d4d,writable_target_mapping_2026,EXACT_SEMANTIC_MATCH
wi:3d350d8a6835b2ae3446,LEGACY::REMASEP_OD::AK48,REMASEP_OD :: SECCION B: ACTIVIDADES DE ATENCION EN ESPECIALIDADES ODONTOLOGICAS. :: INSTALACION APARATO REMOVIBLE :: INSTALACION APARATO REMOVIBLE ORTODONCICO :: SEGUN GRUPOS DE EDAD O DE RIESGO :: 65-74 ANOS :: MUJERES,REMASEP_OD,AJ65,REMASEP_OD :: SECCION B: ACTIVIDADES DE ATENCION EN ESPECIALIDADES ODONTOLOGICAS. :: INSTALACION APARATO REMOVIBLE ORTODONCICO :: SEGUN GRUPOS DE EDAD O DE RIESGO :: 65-74 ANOS :: MUJERES,INTEGER_COUNT,stf:dc624775927d4d4d,writable_target_mapping_2026,EXACT_SEMANTIC_MATCH
wi:3d3c5ee52709a576323c,LEGACY::REMASEP_OD::AF52,REMASEP_OD :: SECCION B: ACTIVIDADES DE ATENCION EN ESPECIALIDADES ODONTOLOGICAS. :: 5004020 - CONTROL ORTODONCIA QUIRURGICO :: ORTODONCIA PRE-QUIRURGICA :: SEGUN GRUPOS DE EDAD O DE RIESGO :: 45-59 ANOS :: HOMBRES,REMASEP_OD,AE69,REMASEP_OD :: SECCION B: ACTIVIDADES DE ATENCION EN ESPECIALIDADES ODONTOLOGICAS. :: ORTODONCIA PRE-QUIRURGICA :: SEGUN GRUPOS DE EDAD O DE RIESGO :: 45-59 ANOS :: HOMBRES,INTEGER_COUNT,stf:dc624775927d4d4d,writable_target_mapping_2026,EXACT_SEMANTIC_MATCH
wi:3d86eafcde5f7a17ec32,LEGACY::REMASEP_OD::AI16,REMASEP_OD :: SECCION A: CONSULTAS Y CONTROLES ODONTOLOGICOS REALIZADOS :: A.3. ACCIONES GENERALES DE PREVENCION E HIGIENE :: 5010011 - PROFILAXIS :: HIGIENE Y PROFILAXIS EN NINOS Y ADULTOS :: SEGUN GRUPOS DE EDAD O DE RIESGO :: 60-64 ANOS :: MUJERES,REMASEP_OD,AH33,REMASEP_OD :: SECCION A: CONSULTAS Y CONTROLES ODONTOLOGICOS REALIZADOS :: A.3. ACCIONES GENERALES DE PREVENCION E HIGIENE :: HIGIENE Y PROFILAXIS EN NINOS Y ADULTOS :: SEGUN GRUPOS DE EDAD O DE RIESGO :: 60-64 ANOS :: MUJERES,INTEGER_COUNT,stf:dc624775927d4d4d,writable_target_mapping_2026,EXACT_SEMANTIC_MATCH
wi:3d902252a838ed2ef2ba,LEGACY::REMASEP_OD::AG54,REMASEP_OD :: SECCION B: ACTIVIDADES DE ATENCION EN ESPECIALIDADES ODONTOLOGICAS. :: CONTROLES ORTODONCIA :: ORTODONCIA PREVENTIVA E INTERCEPTIVA (OPI) :: SEGUN GRUPOS DE EDAD O DE RIESGO :: 45-59 ANOS :: MUJERES,REMASEP_OD,AF71,REMASEP_OD :: SECCION B: ACTIVIDADES DE ATENCION EN ESPECIALIDADES ODONTOLOGICAS. :: ORTODONCIA PREVENTIVA E INTERCEPTIVA (OPI) :: SEGUN GRUPOS DE EDAD O DE RIESGO :: 45-59 ANOS :: MUJERES,INTEGER_COUNT,stf:dc624775927d4d4d,writable_target_mapping_2026,EXACT_SEMANTIC_MATCH
wi:3d9e6854f3521fc84816,LEGACY::REMASEP_OD::N46,REMASEP_OD :: SECCION B: ACTIVIDADES DE ATENCION EN ESPECIALIDADES ODONTOLOGICAS. :: 5010009 - VIDRIO IONOMERO :: OBTURACION DIRECTA :: SEGUN GRUPOS DE EDAD O DE RIESGO :: 5 ANOS :: HOMBRES,REMASEP_OD,M63,REMASEP_OD :: SECCION B: ACTIVIDADES DE ATENCION EN ESPECIALIDADES ODONTOLOGICAS. :: OBTURACION DIRECTA :: SEGUN GRUPOS DE EDAD O DE RIESGO :: 5 ANOS :: HOMBRES,INTEGER_COUNT,stf:dc624775927d4d4d,writable_target_mapping_2026,EXACT_SEMANTIC_MATCH
wi:3de6a4c7ef764acbdea7,LEGACY::REMASEP_OD::W71,REMASEP_OD :: SECCION B: ACTIVIDADES DE ATENCION EN ESPECIALIDADES ODONTOLOGICAS. :: INSTALACION PROTESIS PARCIAL METALICA SUP O INF :: REHABILITACION MEDIANTE PROTESIS REMOVIBLE METALICA PARCIAL :: SEGUN GRUPOS DE EDAD O DE RIESGO :: 10-14 ANOS :: MUJERES,REMASEP_OD,V88,REMASEP_OD :: SECCION B: ACTIVIDADES DE ATENCION EN ESPECIALIDADES ODONTOLOGICAS. :: REHABILITACION MEDIANTE PROTESIS REMOVIBLE METALICA PARCIAL :: SEGUN GRUPOS DE EDAD O DE RIESGO :: 10-14 ANOS :: MUJERES,INTEGER_COUNT,stf:dc624775927d4d4d,writable_target_mapping_2026,EXACT_SEMANTIC_MATCH
wi:3e250a20cfced6aca2d7,LEGACY::REMASEP_01::S84,REMASEP 01 :: SECCION C: ATENCIONES Y CONSULTAS POR OTROS PROFESIONALES NO MEDICOS :: ENFERMER :: ENFERMERA/O :: ATENCION AL PACIENTE :: POR EDAD (EN ANOS) :: 30 - 34 ANOS :: HOMBRES,REMASEP 01,R113,REMASEP 01 :: SECCION C: ATENCIONES Y CONSULTAS POR OTROS PROFESIONALES NO MEDICOS :: ENFERMERA/O :: ATENCION AL PACIENTE :: POR EDAD (EN ANOS) :: 30 - 34 ANOS :: HOMBRES,INTEGER_COUNT,stf:dc624775927d4d4d,writable_target_mapping_2026,EXACT_SEMANTIC_MATCH
wi:3e37f66219d3375b5297,LEGACY::REMASEP_OD::L14,REMASEP_OD :: SECCION A: CONSULTAS Y CONTROLES ODONTOLOGICOS REALIZADOS :: A.3. ACCIONES GENERALES DE PREVENCION E HIGIENE :: 50010112 - INSTRUCCION DE HIGIENE ORAL :: INSTRUCCION Y CONTROL DE HIGIENE ORAL EN NINOS Y ADULTOS :: SEGUN GRUPOS DE EDAD O DE RIESGO :: 4 ANOS :: HOMBRES,REMASEP_OD,K31,REMASEP_OD :: SECCION A: CONSULTAS Y CONTROLES ODONTOLOGICOS REALIZADOS :: A.3. ACCIONES GENERALES DE PREVENCION E HIGIENE :: INSTRUCCION Y CONTROL DE HIGIENE ORAL EN NINOS Y ADULTOS :: SEGUN GRUPOS DE EDAD O DE RIESGO :: 4 ANOS :: HOMBRES,INTEGER_COUNT,stf:dc624775927d4d4d,writable_target_mapping_2026,EXACT_SEMANTIC_MATCH
wi:3e6332d8a2970a332cba,LEGACY::REMASEP_OD::I16,REMASEP_OD :: SECCION A: CONSULTAS Y CONTROLES ODONTOLOGICOS REALIZADOS :: A.3. ACCIONES GENERALES DE PREVENCION E HIGIENE :: 5010011 - PROFILAXIS :: HIGIENE Y PROFILAXIS EN NINOS Y ADULTOS :: SEGUN GRUPOS DE EDAD O DE RIESGO :: 2 ANOS :: MUJERES,REMASEP_OD,H33,REMASEP_OD :: SECCION A: CONSULTAS Y CONTROLES ODONTOLOGICOS REALIZADOS :: A.3. ACCIONES GENERALES DE PREVENCION E HIGIENE :: HIGIENE Y PROFILAXIS EN NINOS Y ADULTOS :: SEGUN GRUPOS DE EDAD O DE RIESGO :: 2 ANOS :: MUJERES,INTEGER_COUNT,stf:dc624775927d4d4d,writable_target_mapping_2026,EXACT_SEMANTIC_MATCH
wi:3e6c82c3a09732aebc97,LEGACY::REMASEP_OD::AL89,REMASEP_OD :: SECCION B: ACTIVIDADES DE ATENCION EN ESPECIALIDADES ODONTOLOGICAS. :: 5009002 - DESGASTE SELECTIVO :: DESGASTE SELECTIVO :: SEGUN GRUPOS DE EDAD O DE RIESGO :: 75 Y MAS ANOS :: HOMBRES,REMASEP_OD,AK106,REMASEP_OD :: SECCION B: ACTIVIDADES DE ATENCION EN ESPECIALIDADES ODONTOLOGICAS. :: DESGASTE SELECTIVO :: SEGUN GRUPOS DE EDAD O DE RIESGO :: 75 Y MAS ANOS :: HOMBRES,INTEGER_COUNT,stf:dc624775927d4d4d,writable_target_mapping_2026,EXACT_SEMANTIC_MATCH
wi:3e8b0e1147271d85ab85,LEGACY::REMASEP_01::Y87,REMASEP 01 :: SECCION C: ATENCIONES Y CONSULTAS POR OTROS PROFESIONALES NO MEDICOS :: PSICO :: PSICOLOGO/A :: CONSULTA PSICOLOGICA :: POR EDAD (EN ANOS) :: 45 - 49 ANOS :: HOMBRES,REMASEP 01,X116,REMASEP 01 :: SECCION C: ATENCIONES Y CONSULTAS POR OTROS PROFESIONALES NO MEDICOS :: PSICOLOGO/A :: CONSULTA PSICOLOGICA :: POR EDAD (EN ANOS) :: 45 - 49 ANOS :: HOMBRES,INTEGER_COUNT,stf:dc624775927d4d4d,writable_target_mapping_2026,EXACT_SEMANTIC_MATCH
wi:3e8d6155250020c6fc30,LEGACY::REMASEP_OD::AJ9,REMASEP_OD :: SECCION A: CONSULTAS Y CONTROLES ODONTOLOGICOS REALIZADOS :: A.1. CONSULTAS Y ALTAS :: CONTROL ODONTOLOGIA GENERAL :: CONTROLES ODONTOLOGICOS GENERALES :: SEGUN GRUPOS DE EDAD O DE RIESGO :: 65-74 ANOS :: HOMBRES,REMASEP_OD,AI18,REMASEP_OD :: SECCION A: CONSULTAS Y CONTROLES ODONTOLOGICOS REALIZADOS :: A.1. CONSULTAS Y ALTAS :: CONTROLES ODONTOLOGICOS GENERALES :: SEGUN GRUPOS DE EDAD O DE RIESGO :: 65-74 ANOS :: HOMBRES,INTEGER_COUNT,stf:dc624775927d4d4d,writable_target_mapping_2026,EXACT_SEMANTIC_MATCH
wi:3eb5e6127d06f8653af7,LEGACY::REMASEP_OD::Q9,REMASEP_OD :: SECCION A: CONSULTAS Y CONTROLES ODONTOLOGICOS REALIZADOS :: A.1. CONSULTAS Y ALTAS :: CONTROL ODONTOLOGIA GENERAL :: CONTROLES ODONTOLOGICOS GENERALES :: SEGUN GRUPOS DE EDAD O DE RIESGO :: 6 ANOS :: MUJERES,REMASEP_OD,P18,REMASEP_OD :: SECCION A: CONSULTAS Y CONTROLES ODONTOLOGICOS REALIZADOS :: A.1. CONSULTAS Y ALTAS :: CONTROLES ODONTOLOGICOS GENERALES :: SEGUN GRUPOS DE EDAD O DE RIESGO :: 6 ANOS :: MUJERES,INTEGER_COUNT,stf:dc624775927d4d4d,writable_target_mapping_2026,EXACT_SEMANTIC_MATCH
